,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
3246,34,298,12,5,746,3420,21,107,65,5,3420,52,226,142,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3247,333,66,497,6,185,39,184,151,62,6,10,204,514,264,39,65,131,131,32,46,20,120,2,301,90,31,54,2,24,88,94,15390,36,120,10,759,129,126,17,88,88,264,17,15391,86,24,112,142,56,1422,1.0
3248,65,1721,730,3,2,48,29,106,1,180,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3249,26,6,3403,630,144,1943,275,798,606,2768,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3250,411,5405,25,54,100,1159,131,4224,60,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3251,14,5,23,128,6655,899,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3252,8,6519,559,261,2,434,1406,20,1860,25,356,740,97,187,171,985,86,140,103,9,303,176,3,81,197,610,15,17604,228,4,133,396,2,36,133,62,185,15,547,27,13,195,33,21,286,1118,46,372,195,3384,1.0
3253,133,112,118,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3254,14,7,195,25,112,40,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3255,113,414,67,861,8092,13,132,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3256,38,8,408,206,32,4954,25,140,500,316,49,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3257,53,2,65,26,142,100,302,4,171,2,25,45,45,9763,4,312,38,3,4139,362,29,53,2,6101,5415,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3258,117,186,1268,179,35,88,119,59,41,108,1,158,1,45,90,108,15,108,413,143,493,3546,14,75,73,1558,685,18000,4,160,35,921,25,17,670,1266,14,109,2,35,316,389,6,577,134,325,0,0,0,0,1.0
3259,360,118,3,71,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3260,31,21,112,48,11,511,4,1163,42,18,2,113,8487,11,434,48,80,72,7,134,1021,4,3,1980,39,5,224,213,700,675,126,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3261,831,85,1,22,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3262,24,62,12,267,6,495,13,73,313,21,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3263,39,10,513,1295,38,41,2862,13,1422,293,448,144,62,28,190,88,76,740,17369,35,585,45,97,342,194,2,155,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3264,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3265,34,29,293,764,797,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3266,86,5,630,247,21,25,25,161,14721,9,13,80,241,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3267,1414,17,134,183,1653,343,9,3,180,4,2,65,60,2263,167,5,1100,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3268,2,140,345,8,1472,21,39,65,152,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3269,15745,15746,2,64,25,110,13,1632,125,231,91,371,129,18,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3270,56,21,684,49,230,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3271,124,888,1391,158,143,108,15,3,208,619,2,24,58,1038,255,17,1848,262,90,961,13,18551,27,453,231,3,18928,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3272,2,15753,80,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3273,18956,3,213,676,2,155,340,62,27,19,2691,10,3,5,721,21,107,133,62,128,263,22,116,292,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3274,168,182,3,18465,1,88,195,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3275,65,88,113,2,40,49,7192,437,481,34,24,65,65,12,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3276,739,1082,207,25,25,55,4830,104,714,65,3529,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3277,804,1541,179,367,87,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3278,107,147,1519,20,3654,1496,12,36,347,65,226,1,78,108,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3279,19829,723,1,8819,19830,21,16,1,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3280,17,233,1266,69,71,57,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3281,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3282,343,2,109,507,186,84,8,106,861,45,3889,13,46,7,110,7,69,119,316,620,88,525,795,13,126,25,286,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3283,8,3093,29,7,1189,7264,124,155,38,1034,9,62,285,69,142,404,10,134,354,1449,361,7,264,1274,44,101,29,15,2645,76,1,6698,3,1563,2254,21,146,207,34,24,101,65,65,48,226,5526,8431,0,0,0,1.0
3284,52,262,999,230,566,15,56,2353,41,3232,797,28,4,77,10,126,2092,84,7,3621,20,20,25,404,403,267,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3285,12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3286,6,495,6,103,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3287,165,2,5141,161,78,52,700,1399,339,1399,21,113,36,2124,28,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3288,2270,17,5746,161,410,133,369,51,3,69,1255,10,5,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3289,1446,169,78,4,43,32,68,1075,142,5,21,2,24,60,22,6,88,525,58,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3290,17,18,247,168,468,8,298,33,21,26,2,155,442,45,4,2098,442,32,1199,554,86,25,314,4031,7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3291,39,9775,1,125,1488,27,243,5164,18,186,10,2392,48,29,275,272,155,137,62,37,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3292,17,18,1939,59,908,684,957,289,44,38,109,29,73,37,65,17,115,224,141,168,56,2781,171,53,353,157,908,714,10,134,2367,5350,7448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3293,106,246,12,16,1,7789,51,13,111,15014,183,92,4308,209,8,1992,2971,9,3,2125,7,1365,3015,639,12,107,140,1,11,275,4090,36,393,78,3189,4339,2,189,60,6,14594,0,0,0,0,0,0,0,0,0,1.0
3294,61,17,133,125,51,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3295,19352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3296,21,25,16,48,2935,22,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3297,1379,512,3431,27,8,399,37,1,12,7273,18617,30,735,7,20,7644,25,471,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3298,17,731,143,428,13,676,65,6655,18553,17663,19263,4,602,18151,468,371,27,157,223,10,131,9304,36,86,525,1117,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3299,118,7,505,809,2099,9,20,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3300,132,6616,2,205,86,6,161,79,205,16,32,15,90,163,454,129,94,13,10,36,17,38,106,2,24,66,170,238,7,76,28,1367,10,176,65,29,297,48,78,0,0,0,0,0,0,0,0,0,0,0,1.0
3301,239,114,54,32,207,512,6,1568,172,220,65,114,6752,181,1132,189,2041,97,16,86,6,455,123,20,14,8,142,20,10,8,262,944,65,1043,48,86,78,86,64,56,134,205,3,8,273,21,263,11,28,0,1.0
3302,99,17,131,3122,14,96,153,13,2,88,21,138,4659,1446,4267,15,160,4,223,2199,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3303,109,21,103,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3304,3318,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3305,2,374,3,3955,1,40,362,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3306,12,10,41,215,27,86,38,171,63,195,4,44,3177,248,763,62,3,81,4,44,64,1282,531,14277,14,1859,21,88,1186,3122,5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3307,65,58,62,273,178,97,5574,58,17,88,625,15,14110,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3308,28,10,3,113,1143,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3309,187,7,831,34,138,2286,69,12,21,426,426,35,68,7,134,1637,12138,3,13,81,188,18,113,157,13,102,12,1532,171,21,223,34,2003,95,103,1186,1568,1,8,172,119,186,0,0,0,0,0,0,0,0,1.0
3310,691,591,97,36,42,25,6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3311,161,254,150,86,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3312,6,35,12232,4,2362,26,21,35,2353,4,93,121,1,1010,62,68,2234,520,222,133,13084,15,3,2935,97,113,188,41,614,362,27,100,120,11297,1051,10,3444,12,14,327,142,69,923,61,8157,9,258,1039,397,1062,1.0
3313,2,11,85,15,22,327,81,2,734,51,3,15606,21,65,52,156,2122,20,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3314,252,390,3,14,445,314,193,13,162,4,107,1805,10726,97,285,21,29,880,2,55,97,2055,97,415,715,59,702,1216,2950,17,58,3122,86,66,360,43,688,248,10727,0,0,0,0,0,0,0,0,0,0,0,1.0
3315,2,157,16,48,16010,4,65,3529,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3316,65,65,88,26,90,88,302,27,171,25,86,102,62,11300,25,839,38,3,4139,128,25,53,25,6101,14721,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3317,1080,174,370,86,35,23,1675,4,1422,185,48,78,13,111,223,17,23,119,8,133,566,2,461,69,133,1,36,101,6,32,228,29,21,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3318,260,18,38,25,14721,45,106,153,246,21,2,237,6496,462,65,188,83,197,3,186,21,965,183,482,14978,8,486,92,255,362,177,47,7839,52,327,2133,140,246,21,24,101,16,1,2731,3,5741,0,0,0,0,1.0
3319,1115,10,13,68,1142,7,19589,7,97,8,71,57,69,235,21,1256,8,1447,14,8,2384,4,8,33,222,2,19574,52,86,36,18,27,238,2,107,18,68,1126,86,107,352,69,2,159,133,23,173,1995,12,17640,1.0
3320,55,811,15,174,525,116,45,286,198,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3321,5949,168,54,54,51,37,5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3322,1520,86,11,170,32,2,88,109,115,1583,24,16146,195,359,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3323,11508,5449,20,133,134,2479,11509,4457,7,3,7213,21,503,32,1956,48,1096,56,4164,1411,11510,566,15180,19,369,9,65,34,157,13517,157,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3324,67,157,11,142,158,26,65,247,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3325,129,52,53,2,1116,393,15,80,25,125,16005,33,285,14,119,24,97,125,3750,1693,53,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3326,17,3660,39,86,260,6,14,410,14,142,841,19852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3327,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3328,17,23,1900,2,55,55,48,43,90,70,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3329,344,65,573,359,142,2537,5,32,7973,1,260,142,2137,49,62,3,20,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3330,2,48,40,49,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3331,139,10,61,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3332,6,16,1,14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3333,138,22,65,403,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3334,204,964,86,2,48,11,2518,3,2813,305,7,9099,15,112,3,7898,5570,14,18,3574,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3335,187,335,2,138,14593,8,162,6,110,38,20,2796,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3336,9775,13,64,125,23,130,90,43,1,4830,25,65,136,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3337,2,152,16,1,11,948,19,69,78,1,5871,86,1325,21,11,32,14,195,8,613,20,361,5,100,14,126,84,3,18184,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3338,21,231,91,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3339,17,564,122,8,8796,2,161,185,1,40,49,5640,128,715,175,1379,90,397,561,134,1526,114,138,315,27,21,64,236,74,2,100,25,21,112,48,11,19535,86,2,205,60,125,120,2310,2450,0,0,0,0,0,1.0
3340,235,1679,20,778,3692,78,217,4,3,1798,2456,85,1,22,21,2,182,1116,15,317,15,12,68,81,92,69,546,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3341,2,25,226,1,811,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3342,86,26,11,322,410,9414,382,2,66,134,180,35,54,51,91,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3343,86,2446,134,331,111,797,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3344,233,68,7,176,228,170,6,100,923,1510,1426,2657,4,21,183,157,11,54,158,91,12,9,111,1533,42,144,20,204,4147,346,86,715,218,46,62,4,8,5038,482,125,6104,6233,59,401,194,25,5440,240,0,0,1.0
3345,35,355,48,3074,14,1533,59,294,65,236,382,16,1,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3346,62,33,46,7,591,214,12,3633,109,21,73,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3347,86,21,65,65,1587,11,125,51,106,32,61,333,66,6,234,54,255,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3348,147,7,483,10,53,65,218,2163,69,72,6,73,25,27,26,60,164,167,5,1412,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3349,591,6,86,88,1958,32,14,2530,40,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3350,21,51,37,482,17,113,5,130,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3351,38,3,3117,138,84,293,119,17,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3352,360,18983,1,90,170,39,36,21,13,1021,65,17,138,14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3353,128,195,49,126,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3354,17,191,118,3,33,20,172,1434,268,17464,17465,17466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3355,923,7,279,26,66,29,176,67,120,66,4,34,777,143,31,106,20,6,44,15,1156,7,5,54,544,1162,41,638,97,293,28,645,4,68,18153,285,321,142,209,5,6052,93,27,1784,62,74,691,69,174,2182,1.0
3356,19762,4655,19,69,1361,10600,413,126,12,591,41,28,8559,13,293,6835,1207,8,10601,6104,14,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3357,1525,41,364,121,9,3209,18393,143,235,228,809,320,228,895,150,275,273,190,53,77,136,41,710,153,24,31,13,459,141,158,88,10,9,74,484,74,593,438,9,74,440,5155,13906,74,327,33,0,0,0,0,1.0
3358,6,176,8251,90,1,56,2572,150,5,4199,9755,640,74,1753,9756,74,588,3,74,584,4,2849,650,69,5,3568,707,3,1005,671,116,143,6655,91,9757,63,1386,7,6,65,196,59,223,86,6431,0,0,0,0,0,1.0
3359,7599,605,125,51,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3360,86,460,69,3408,27,68,3869,84,134,7500,4,7,1361,90,45,797,65,189,60,136,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3361,18,661,11365,14,68,224,2443,307,15642,13,10197,13,33,4,900,2088,61,1,78,8,111,106,262,219,4,296,739,19,1599,560,23,86,140,79,5,4075,19101,142,31,41,3674,51,134,3639,0,0,0,0,0,0,1.0
3362,107,262,1,22,144,5987,1581,8,8,408,29,1679,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3363,1,65,210,32,101,1,1982,13,2386,27,1981,12,6,92,390,25,16,90,774,41,111,45,4,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3364,189,25,316,410,4,38,48,125,2419,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3365,69,3,626,9289,23,10844,6,103,310,371,8264,616,223,999,21,2,60,22,3056,13,11,32,14,343,12,2544,626,544,626,3480,44,133,135,32,664,296,714,854,349,2809,32,114,616,158,65,31,0,0,0,0,1.0
3366,75,100,2781,175,8058,20220,19,41,5318,53,194,1566,5,65,35,369,293,220,569,2,362,34,342,11,279,86,64,1568,16815,165,2,461,158,69,643,2,766,442,5319,14,482,88,125,51,812,17,3,293,1260,228,1.0
3367,353,17,1553,1117,49,25,1131,62,19,69,1924,14,809,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3368,959,14,29,1,428,111,269,158,46,241,1,181,54,62,69,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3369,233,88,404,7,71,198,7,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3370,86,181,7766,87,850,409,25,20,172,10,648,9,14,3060,3668,3,820,1666,25,16,1,161,410,97,2,64,88,175,181,7,41,172,145,116,143,23,65,24,343,94,86,133,100,32,17,54,62,316,0,0,1.0
3371,125,231,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
